TableNumber,ImageNumber,ObjectNumber,Class,Nuclei_AreaShape_Area,Nuclei_AreaShape_Eccentricity,Nuclei_AreaShape_Solidity,Nuclei_AreaShape_Extent,Nuclei_AreaShape_EulerNumber,Nuclei_AreaShape_Perimeter,Nuclei_AreaShape_FormFactor,Nuclei_AreaShape_MajorAxisLength,Nuclei_AreaShape_MinorAxisLength,Nuclei_AreaShape_Orientation,Nuclei_Zernike_0_0,Nuclei_Zernike_1_1,Nuclei_Zernike_2_0,Nuclei_Zernike_2_2,Nuclei_Zernike_3_1,Nuclei_Zernike_3_3,Nuclei_Zernike_4_0,Nuclei_Zernike_4_2,Nuclei_Zernike_4_4,Nuclei_Zernike_5_1,Nuclei_Zernike_5_3,Nuclei_Zernike_5_5,Nuclei_Zernike_6_0,Nuclei_Zernike_6_2,Nuclei_Zernike_6_4,Nuclei_Zernike_6_6,Nuclei_Zernike_7_1,Nuclei_Zernike_7_3,Nuclei_Zernike_7_5,Nuclei_Zernike_7_7,Nuclei_Zernike_8_0,Nuclei_Zernike_8_2,Nuclei_Zernike_8_4,Nuclei_Zernike_8_6,Nuclei_Zernike_8_8,Nuclei_Zernike_9_1,Nuclei_Zernike_9_3,Nuclei_Zernike_9_5,Nuclei_Zernike_9_7,Nuclei_Zernike_9_9,Nuclei_Intensity_IntegratedIntensity_CorrDAPI,Nuclei_Intensity_MeanIntensity_CorrDAPI,Nuclei_Intensity_StdIntensity_CorrDAPI,Nuclei_Intensity_MinIntensity_CorrDAPI,Nuclei_Intensity_MaxIntensity_CorrDAPI,Nuclei_Intensity_IntegratedIntensityEdge_CorrDAPI,Nuclei_Intensity_MeanIntensityEdge_CorrDAPI,Nuclei_Intensity_StdIntensityEdge_CorrDAPI,Nuclei_Intensity_MinIntensityEdge_CorrDAPI,Nuclei_Intensity_MaxIntensityEdge_CorrDAPI,Nuclei_Intensity_MassDisplacement_CorrDAPI,Nuclei_Intensity_LowerQuartileIntensity_CorrDAPI,Nuclei_Intensity_MedianIntensity_CorrDAPI,Nuclei_Intensity_UpperQuartileIntensity_CorrDAPI,Nuclei_Neighbors_NumberOfNeighbors_10,Nuclei_Neighbors_PercentTouching_10,Nuclei_Neighbors_FirstClosestXVector_10,Nuclei_Neighbors_FirstClosestYVector_10,Nuclei_Neighbors_SecondClosestXVector_10,Nuclei_Neighbors_SecondClosestYVector_10,Nuclei_Neighbors_AngleBetweenNeighbors_10,Nuclei_Neighbors_NumberOfNeighbors_20,Nuclei_Neighbors_PercentTouching_20,Nuclei_Neighbors_FirstClosestXVector_20,Nuclei_Neighbors_FirstClosestYVector_20,Nuclei_Neighbors_SecondClosestXVector_20,Nuclei_Neighbors_SecondClosestYVector_20,Nuclei_Neighbors_AngleBetweenNeighbors_20,Nuclei_Texture_AngularSecondMoment_CorrDAPI_10,Nuclei_Texture_Contrast_CorrDAPI_10,Nuclei_Texture_Correlation_CorrDAPI_10,Nuclei_Texture_Variance_CorrDAPI_10,Nuclei_Texture_InverseDifferenceMoment_CorrDAPI_10,Nuclei_Texture_SumAverage_CorrDAPI_10,Nuclei_Texture_SumVariance_CorrDAPI_10,Nuclei_Texture_SumEntropy_CorrDAPI_10,Nuclei_Texture_Entropy_CorrDAPI_10,Nuclei_Texture_DifferenceVariance_CorrDAPI_10,Nuclei_Texture_DifferenceEntropy_CorrDAPI_10,Nuclei_Texture_InfoMeas1_CorrDAPI_10,Nuclei_Texture_InfoMeas2_CorrDAPI_10,Nuclei_Texture_GaborX_CorrDAPI_10,Nuclei_Texture_GaborY_CorrDAPI_10,Nuclei_Texture_AngularSecondMoment_CorrDAPI_3,Nuclei_Texture_Contrast_CorrDAPI_3,Nuclei_Texture_Correlation_CorrDAPI_3,Nuclei_Texture_Variance_CorrDAPI_3,Nuclei_Texture_InverseDifferenceMoment_CorrDAPI_3,Nuclei_Texture_SumAverage_CorrDAPI_3,Nuclei_Texture_SumVariance_CorrDAPI_3,Nuclei_Texture_SumEntropy_CorrDAPI_3,Nuclei_Texture_Entropy_CorrDAPI_3,Nuclei_Texture_DifferenceVariance_CorrDAPI_3,Nuclei_Texture_DifferenceEntropy_CorrDAPI_3,Nuclei_Texture_InfoMeas1_CorrDAPI_3,Nuclei_Texture_InfoMeas2_CorrDAPI_3,Nuclei_Texture_GaborX_CorrDAPI_3,Nuclei_Texture_GaborY_CorrDAPI_3
0,72,34,blurry,3875.0,0.818068,0.903895,0.606986,1.0,266.208,0.681997,94.5936,54.4028,-49.9527,0.666063,0.265636,0.148866,0.114682,0.128237,0.0828196,0.00236584,0.0045743,0.0258543,0.0549722,0.0371093,0.00808927,0.0153973,0.019145,0.0108509,0.00289199,0.0199569,0.0273093,0.0193553,0.0103278,0.0100925,0.00244897,0.00360634,0.00792686,0.00678477,0.00665001,0.016003,0.0151098,0.0144263,0.00622183,700.905,0.180879,0.143719,0.0448791,0.671222,28.3347,0.122661,0.11096,0.0448791,0.408828,13.2896,0.0853741,0.132341,0.207133,3.0,41.1392,1.90013,-43.9589,-48.2956,-43.6763,50.3504,4.0,50.9494,1.90013,-43.9589,-48.2956,-43.6763,50.3504,0.129109,1.39297,0.793909,3.47259,0.6875,4.75804,11.9004,2.06634,2.60585,0.837103,1.10453,-0.286509,0.768678,7.58193,7.49384,0.227337,0.263318,0.960909,3.37442,0.885233,4.65139,13.1804,1.92532,2.1079,0.208015,0.580668,-0.60801,0.918293,0.432223,0.202515
3,257,49,blurry,2998.0,0.762709,0.834168,0.555185,1.0,252.309,0.58714,79.0936,51.1532,62.5066,0.673888,0.223129,0.148186,0.096886,0.127757,0.0897761,0.00853286,0.0245083,0.0147341,0.0534059,0.0615586,0.0205715,0.0086306,0.0175395,0.01027,0.0146971,0.0197938,0.0241383,0.0263393,0.0261305,0.00322485,0.00668039,0.00750733,0.00503706,0.00680011,0.0107188,0.00834561,0.0145668,0.0181672,0.00812503,679.012,0.226488,0.177481,0.041853,0.697099,28.4944,0.12952,0.12555,0.041853,0.47989,4.83621,0.0715839,0.153476,0.375238,2.0,45.7627,36.8081,8.80708,40.7935,-29.8519,49.6521,2.0,54.9153,36.8081,8.80708,40.7935,-29.8519,49.6521,0.12708,2.50155,0.768064,4.73723,0.655496,6.08574,16.918,2.3151,2.98011,1.56622,1.33785,-0.291266,0.813936,49.0149,53.2388,0.183741,0.39176,0.959161,4.60722,0.844886,5.79183,17.9574,2.1957,2.45289,0.286903,0.707633,-0.572253,0.931592,0.146946,2.41186
7,524,134,blurry,1262.0,0.710021,0.97527,0.745863,1.0,134.468,0.864163,47.8345,33.6841,-70.1959,0.753176,0.25502,0.157584,0.0937002,0.165307,0.0951301,0.0453034,0.0115225,0.0174352,0.0359122,0.0514461,0.0354656,0.0118445,0.0238959,0.0172521,0.00152328,0.00930251,0.0163381,0.0203025,0.014002,0.00960832,0.0132518,0.000506801,0.00918293,0.0025262,0.0144273,0.0130439,0.0152588,0.0184253,0.0101054,147.139,0.116592,0.0354956,0.0456816,0.185059,6.44112,0.0560097,0.00530466,0.0456816,0.0682092,1.77697,0.0854214,0.122799,0.147183,0.0,0.0,59.1599,34.2372,-51.4645,47.3962,107.298,0.0,0.0,59.1599,34.2372,-51.4645,47.3962,107.298,0.0333531,7.6306,0.0075033,3.76786,0.32737,10.2624,7.7259,2.35732,3.68089,2.52322,1.79933,-0.0587689,0.449035,11.4937,7.61402,0.048301,1.7306,0.754356,3.43305,0.579262,9.80018,12.3383,2.5369,3.35161,0.753657,1.20979,-0.263128,0.799215,0.149601,0.256099
6,484,127,blurry,1307.0,0.666268,0.97392,0.74093,1.0,136.125,0.87348,47.3202,35.2873,43.8301,0.876912,0.359147,0.0908813,0.0645482,0.129732,0.0608697,0.0386975,0.0213033,0.00582944,0.024128,0.0426023,0.0271765,0.00633528,0.00337473,0.00603801,0.00111434,0.021203,0.0226497,0.0252338,0.0144546,0.000598803,0.00603614,0.00298766,0.00224488,0.0034413,0.012234,0.0140645,0.0112534,0.0135239,0.00452283,278.913,0.2134,0.0842421,0.0739936,0.361479,10.7959,0.0938774,0.00951672,0.0739936,0.133447,7.92487,0.131242,0.217418,0.293307,2.0,26.0606,-0.86914,38.4008,37.5301,32.79,50.1529,4.0,59.3939,-0.86914,38.4008,37.5301,32.79,50.1529,0.0249546,10.4254,0.0170733,5.19408,0.275848,10.165,10.7797,2.52815,3.87735,3.09106,1.90277,-0.0585149,0.457078,19.1796,18.8967,0.0387346,1.59661,0.840437,5.00306,0.550508,9.37458,18.4156,2.6566,3.4208,0.565869,1.11314,-0.331957,0.862401,0.825267,0.391621
4,254,86,blurry,909.0,0.869805,0.946875,0.68552,1.0,130.083,0.664782,50.1145,24.7263,-84.8129,0.45436,0.0968156,0.178533,0.0828911,0.0985217,0.0554569,0.0354683,0.049067,0.0214888,0.0690931,0.0563645,0.0336712,0.00556431,0.00266518,0.0130141,0.000604964,0.0349822,0.0384931,0.0304929,0.0180324,0.0117143,0.0126378,0.00554732,0.0061765,0.006865,0.012333,0.0168664,0.0194507,0.0155732,0.00730719,239.439,0.263409,0.168324,0.0476788,0.551466,16.2426,0.140022,0.131236,0.0476788,0.447686,6.93339,0.0975213,0.233554,0.426782,2.0,52.7027,23.6129,-3.45835,-2.00295,51.3429,100.566,2.0,79.7297,23.6129,-3.45835,-2.00295,51.3429,100.566,0.0398273,12.783,0.390164,5.69471,0.297803,9.16509,13.9633,2.57378,3.46236,4.55803,1.93444,-0.13911,0.635934,66.6293,48.0553,0.061518,1.64908,0.905215,7.23305,0.609235,8.49868,25.5376,2.59996,3.13739,0.791376,1.21359,-0.411037,0.902218,1.35934,1.61943
0,536,13,blurry,1102.0,0.731921,0.898858,0.639954,1.0,144.811,0.651343,46.3581,31.5879,-51.488,0.748725,0.287335,0.141465,0.076477,0.139162,0.0811908,0.0275565,0.00350664,0.0320635,0.0396845,0.041272,0.00485795,0.00636839,0.0129664,0.0049041,0.0191838,0.0191459,0.0134569,0.0171458,0.0177311,0.00138512,0.00192516,0.0141268,0.00825328,0.0110315,0.00848499,0.0174834,0.0236181,0.01489,0.0138516,259.863,0.235811,0.171654,0.0478872,0.736144,12.1724,0.0966064,0.0578089,0.0478872,0.254086,19.1338,0.0980473,0.176376,0.332104,3.0,68.8623,-34.8569,4.62556,6.01011,37.6442,91.512,5.0,85.6287,-34.8569,4.62556,6.01011,37.6442,91.512,0.0319764,12.2873,-0.318373,4.66417,0.240176,6.59459,6.352,2.27559,3.64423,3.2788,1.94469,-0.103499,0.573664,109.964,68.6083,0.0854903,1.55635,0.80511,3.98344,0.615773,5.84939,14.4148,2.38269,3.05778,0.748932,1.18995,-0.322501,0.831626,3.79136,0.347648
3,2889,41,blurry,976.0,0.253019,0.963475,0.753086,1.0,117.74,0.869891,35.9364,34.7671,33.3898,0.932607,0.385064,0.0614898,0.0148358,0.116715,0.0745839,0.039024,0.00754126,0.0146468,0.0189367,0.0411823,0.0235996,0.0181907,0.00210284,0.00712679,0.0121286,0.0278988,0.0217662,0.0293413,0.0121257,0.0052822,0.00283035,0.00798438,0.00250221,0.00267155,0.0104828,0.0126185,0.00762342,0.014587,0.00784477,313.323,0.321027,0.2572,0.0448565,0.911494,6.51513,0.0638738,0.0254954,0.0448565,0.15225,2.27863,0.0965406,0.220395,0.519977,2.0,48.9209,28.5698,20.2553,-10.7903,35.3428,71.642,2.0,69.0647,28.5698,20.2553,-10.7903,35.3428,71.642,0.0262281,12.3566,-0.00591672,6.21429,0.299015,7.60222,12.211,2.5737,3.87365,4.19202,2.00093,-0.0342603,0.35605,115.017,127.133,0.0727071,1.56207,0.85723,5.46844,0.606227,6.71149,20.3202,2.48796,3.20662,0.722844,1.19126,-0.322003,0.841418,6.27384,1.64058
7,3080,65,blurry,1425.0,0.65884,0.939354,0.709308,1.0,151.882,0.766144,49.4473,37.1983,65.5476,0.778583,0.277418,0.14789,0.077774,0.160799,0.0931503,0.0468245,0.0171671,0.0169458,0.0301465,0.0398097,0.0348876,0.00869747,0.0135807,0.00976319,0.0106814,0.010855,0.0169037,0.0254128,0.00724485,0.0103827,0.0109785,0.00357944,0.00632328,0.00283914,0.0151993,0.0174215,0.0145426,0.0159184,0.00673757,393.627,0.27623,0.207435,0.0418852,0.898508,13.0537,0.0988918,0.0800141,0.0418852,0.289222,1.53098,0.102566,0.230757,0.37299,2.0,57.8652,30.3433,-19.0743,14.9731,37.0988,100.175,2.0,74.7191,30.3433,-19.0743,14.9731,37.0988,100.175,0.0349072,9.26967,-0.0883644,4.59342,0.304041,6.53935,7.67343,2.31755,3.63257,3.0118,1.88747,-0.0856986,0.530311,145.156,79.5618,0.0939209,1.09609,0.855566,3.85508,0.675078,5.79609,13.9358,2.37609,2.93266,0.571601,1.06407,-0.376601,0.864091,2.9026,3.03345
1,2895,55,blurry,1783.0,0.500683,0.971662,0.742917,1.0,160.368,0.860456,51.3499,44.45,36.8329,0.900051,0.372344,0.0782515,0.0501075,0.125846,0.060041,0.0453815,0.023492,0.00487971,0.0180395,0.0442978,0.022899,0.0184425,0.00452742,0.00848453,0.00385842,0.0275657,0.0240669,0.0291884,0.0153145,0.00499046,0.0042441,0.00916227,0.000569436,0.00314512,0.0112943,0.00924981,0.00788752,0.0167304,0.00879246,636.71,0.357101,0.244568,0.0761108,1.0,13.4621,0.0975514,0.0147088,0.0798175,0.149576,10.6144,0.149582,0.290609,0.480966,1.0,29.3194,-39.2239,-5.15098,-42.4212,44.5794,53.9025,2.0,45.0262,-39.2239,-5.15098,-42.4212,44.5794,53.9025,0.0365596,6.5374,0.303992,4.71314,0.375974,6.90076,12.2024,2.51253,3.62067,2.50068,1.75376,-0.137624,0.646257,80.6883,67.5173,0.0818499,0.971324,0.890057,4.4174,0.709091,6.27456,16.6983,2.46033,2.99603,0.553057,1.02639,-0.404757,0.883948,8.2136,3.90447
3,325,51,blurry,1161.0,0.523015,0.938561,0.692308,1.0,137.154,0.764387,41.9118,35.7224,70.4986,0.820102,0.302508,0.136738,0.0430608,0.162326,0.0794799,0.0635466,0.019268,0.00976633,0.0123297,0.0416084,0.0262429,0.00732859,0.00107317,0.00389502,0.00315264,0.014956,0.0166195,0.0210502,0.017064,0.0139196,0.00895198,0.00503788,0.00682574,0.00211795,0.025167,0.0159534,0.0127903,0.0103681,0.0136355,264.965,0.228221,0.177169,0.0273648,0.729948,6.94869,0.0574272,0.0174358,0.0273648,0.102951,3.65754,0.0802656,0.162373,0.346337,4.0,89.3082,-33.7951,-1.56685,26.8435,21.7989,143.575,5.0,100.0,-33.7951,-1.56685,26.8435,21.7989,143.575,0.0336266,8.22739,0.112525,4.58547,0.356873,6.74335,10.2812,2.45802,3.75599,3.02633,1.86109,-0.042449,0.389604,87.1983,90.0841,0.0861765,1.07364,0.869206,4.09218,0.672481,6.05039,15.3424,2.41422,3.03885,0.548299,1.05408,-0.351466,0.852525,4.92948,5.34707
1,2964,147,blurry,940.0,0.347219,0.977131,0.789916,1.0,114.083,0.891894,36.051,33.8081,52.0806,0.953385,0.3922,0.0459044,0.0238439,0.113988,0.0797343,0.0322211,0.0143861,0.0059688,0.0206999,0.0367509,0.0303019,0.0178577,0.00543759,0.00664537,0.0040375,0.0280919,0.0233396,0.026127,0.0210805,0.00672111,0.00264004,0.00787191,0.000903413,0.00548978,0.0108669,0.00879922,0.00793596,0.0147518,0.00712605,355.536,0.378229,0.247553,0.0840155,0.960384,10.8393,0.108393,0.00868015,0.0840155,0.132374,2.62113,0.160087,0.305154,0.575048,0.0,0.0,-7.35144,-52.3671,-75.9482,11.316,90.4834,1.0,11.194,-7.35144,-52.3671,-75.9482,11.316,90.4834,0.0249,11.47,-0.00290595,5.85346,0.316337,7.68,11.3876,2.54602,3.89397,4.0171,1.97086,-0.0649432,0.481306,125.305,128.326,0.0519648,1.52148,0.846939,4.96781,0.600119,6.95107,18.3592,2.57029,3.33007,0.674992,1.16293,-0.311589,0.841122,2.36764,6.60952
1,3219,30,blurry,986.0,0.272568,0.971429,0.70128,1.0,117.882,0.876703,36.3765,34.9991,-68.0022,0.872453,0.339616,0.104181,0.0142555,0.144293,0.053032,0.0620345,0.00630028,0.0317067,0.0100042,0.0537689,0.0464183,0.0238628,0.00236985,0.00924089,0.012812,0.0255362,0.0155324,0.025474,0.0235851,0.00143543,0.00311998,0.00556954,0.00663969,0.00579428,0.0161655,0.0102338,0.00437544,0.00931305,0.0075921,244.786,0.248261,0.15108,0.0655423,0.645034,7.50933,0.0766258,0.00754104,0.0655423,0.105478,0.907975,0.112027,0.209085,0.346558,1.0,28.0822,7.12408,-33.7212,68.2411,44.6111,111.245,1.0,47.9452,7.12408,-33.7212,68.2411,44.6111,111.245,0.0273824,11.966,-0.250272,4.7275,0.202683,7.45793,7.1738,2.34496,3.75487,2.484,1.83102,-0.122109,0.62205,97.7836,57.4535,0.0492712,1.94731,0.766986,4.17434,0.538737,6.63918,14.7667,2.5151,3.37702,0.753132,1.23547,-0.254052,0.791066,5.01589,0.11063
7,561,143,blurry,1016.0,0.395775,0.975985,0.74269,1.0,118.225,0.898185,37.6059,34.5353,-10.9529,0.890168,0.366578,0.0946367,0.0262843,0.131036,0.0437055,0.063139,0.0161854,0.0129548,0.0115974,0.0590487,0.0222153,0.0313466,0.00856046,0.00490631,0.00944015,0.0337812,0.0143051,0.024855,0.0152736,0.008362,0.00516151,0.00139123,0.00505829,0.00201816,0.0100096,0.00977243,0.0135007,0.0134429,0.00717005,228.727,0.225125,0.149709,0.0451474,0.556151,5.40337,0.0540337,0.00406393,0.0451474,0.0657135,3.28084,0.0863998,0.18485,0.353786,1.0,29.8611,11.6447,32.8985,-34.7375,42.4793,58.7665,1.0,48.6111,11.6447,32.8985,-34.7375,42.4793,58.7665,0.0236531,9.15442,0.181377,5.64571,0.322057,8.006,13.1844,2.619,3.9022,3.29904,1.90718,-0.0742362,0.510095,44.9098,76.7511,0.0527,1.55776,0.850786,5.22451,0.612891,7.25193,19.3216,2.58072,3.3299,0.740015,1.18908,-0.323821,0.85082,0.893378,1.21002
5,490,91,blurry,946.0,0.619818,0.938492,0.678623,1.0,120.225,0.808935,40.1029,31.4706,76.6847,0.736675,0.249947,0.124487,0.0651033,0.131349,0.0888705,0.012293,0.0183332,0.0132371,0.0431255,0.0384246,0.0267244,0.00791093,0.00419885,0.0160703,0.00834477,0.0169443,0.026378,0.0277455,0.0180857,0.00169416,0.00772078,0.0124779,0.00611776,0.00470477,0.0150464,0.0133956,0.0171167,0.0217012,0.0157506,228.653,0.241705,0.165974,0.0425572,0.623452,5.9009,0.057852,0.0141579,0.0425572,0.118098,3.59674,0.0915565,0.198352,0.360734,0.0,0.0,-11.7511,-71.2259,58.2733,-66.2938,50.6845,0.0,0.0,-11.7511,-71.2259,58.2733,-66.2938,50.6845,0.0247882,13.5529,-0.136739,5.93418,0.234027,7.89234,10.2421,2.51475,3.88896,3.7359,1.99587,-0.0712983,0.500753,96.8226,78.1877,0.0422468,2.06197,0.790934,4.9587,0.499757,7.19441,17.6609,2.5977,3.42059,0.675698,1.20062,-0.288071,0.827137,1.82731,1.92373
0,55,42,blurry,801.0,0.905495,0.910227,0.728182,1.0,129.941,0.58707,50.1998,21.3026,5.28259,0.405915,0.172874,0.164695,0.080359,0.120506,0.0418126,0.0384577,0.0572388,0.0216278,0.0496463,0.0292065,0.00975251,0.00909771,0.0141641,0.0156526,0.0030942,0.025648,0.00377947,0.00686647,0.00169887,0.00463515,0.0064268,0.00185158,0.00310282,0.00318722,0.0152045,0.0138802,0.00319453,0.00310023,0.00392154,189.844,0.237008,0.11074,0.0521505,0.479003,20.7319,0.172765,0.0871377,0.0521505,0.361568,2.46691,0.143523,0.221761,0.320035,5.0,100.0,8.66913,21.8426,2.73487,-23.4592,151.703,7.0,100.0,8.66913,21.8426,2.73487,-23.4592,151.703,0.0261415,8.66667,0.018248,3.72759,0.22149,9.02269,8.82147,2.40334,3.77097,1.74049,1.67369,-0.146128,0.673599,47.2373,53.8245,0.0428326,0.973937,0.886757,4.13104,0.634842,8.26886,16.0567,2.65112,3.26531,0.379621,0.919458,-0.392241,0.893739,0.65118,1.94718
4,3203,34,blurry,1253.0,0.644115,0.960153,0.752553,1.0,138.468,0.80949,45.9727,35.1658,7.58311,0.810811,0.353961,0.119699,0.077584,0.124176,0.0105375,0.0398427,0.0156732,0.00867944,0.0248386,0.047401,0.00409684,0.00267824,0.0157786,0.00879068,0.00247407,0.0251312,0.0278567,0.0199674,0.00142703,0.000520745,0.00896907,0.00342466,0.00665674,0.000571155,0.0108361,0.00898246,0.0144197,0.00638151,0.000891117,188.2,0.150199,0.0644706,0.0450411,0.289316,7.56297,0.0635543,0.0220386,0.0450411,0.134217,0.573212,0.0924063,0.15183,0.200406,2.0,59.7561,9.16407,32.2268,6.75442,-35.64,153.395,3.0,97.561,9.16407,32.2268,6.75442,-35.64,153.395,0.0332083,5.5584,0.351942,4.42117,0.408013,8.89321,11.5548,2.55851,3.70019,2.3312,1.65144,-0.176278,0.715314,11.063,24.2864,0.0445375,1.13181,0.862493,4.15546,0.67768,8.42179,15.3195,2.66299,3.30251,0.604974,1.08133,-0.373459,0.88349,0.1079,0.865305
3,256,3,blurry,1729.0,0.833238,0.865799,0.644188,1.0,182.267,0.646899,65.5933,36.2675,-13.3718,0.60794,0.283454,0.128727,0.117178,0.115862,0.0536632,0.00497386,0.0251218,0.0248251,0.0280618,0.0117666,0.00599129,0.00724731,0.00866884,0.00358511,0.00411023,0.0255215,0.0209974,0.00907461,0.00646977,0.00406353,0.00979096,0.00182242,0.0138104,0.00521153,0.0136492,0.00571028,0.00785983,0.0118382,0.00278359,312.408,0.180687,0.071616,0.0513663,0.323426,16.7693,0.106811,0.0712927,0.0513663,0.283387,2.50179,0.116392,0.181882,0.244916,1.0,41.3953,7.66379,-30.1643,-17.1518,-61.4632,29.8476,3.0,54.8837,7.66379,-30.1643,-17.1518,-61.4632,29.8476,0.026724,4.42438,0.46441,4.26061,0.422501,9.70062,12.0045,2.56371,3.79594,1.67738,1.58699,-0.108005,0.594756,11.2809,13.8106,0.0427396,0.926136,0.888443,4.19432,0.66875,9.0524,15.561,2.65675,3.30071,0.42708,0.962701,-0.370856,0.882362,0.309685,0.758035
3,384,165,blurry,1800.0,0.87975,0.872516,0.589198,1.0,194.167,0.593843,71.93,34.1982,-21.4121,0.537239,0.241827,0.140474,0.109348,0.113895,0.065329,0.017209,0.0266702,0.040126,0.0494399,0.00533306,0.0218723,0.00596637,0.0180394,0.0104321,0.0109534,0.020753,0.0151598,0.0123713,0.00395494,0.00133408,0.00709064,0.00478111,0.00707191,0.00109507,0.0114576,0.0126161,0.010671,0.00421541,0.00383715,205.873,0.114374,0.0381198,0.0440497,0.19314,9.25583,0.055758,0.00518032,0.0440497,0.0683639,6.14061,0.0821057,0.115415,0.147605,2.0,8.54701,-7.04482,50.7241,-8.99794,-52.7641,162.415,3.0,51.2821,-7.04482,50.7241,-8.99794,-52.7641,162.415,0.0316547,4.60015,0.397124,3.96511,0.433386,9.77581,10.6208,2.51509,3.72148,1.87435,1.61623,-0.101918,0.57418,3.62645,18.3531,0.0459249,1.14765,0.850011,3.80896,0.644916,9.08054,14.1546,2.61308,3.32793,0.534884,1.05542,-0.328195,0.854057,0.551804,0.742517
3,20,17,blurry,1169.0,0.730397,0.897849,0.654535,1.0,148.125,0.660578,48.8027,33.3334,83.266,0.684815,0.209059,0.146773,0.0899848,0.137674,0.092528,0.0281012,0.0154485,0.0112952,0.0354974,0.0619291,0.0423743,0.000856447,0.00986988,0.00755155,0.0062375,0.0144324,0.0273144,0.0268071,0.0167489,0.0114341,0.00455444,0.0152928,0.00266346,0.00119029,0.022755,0.014056,0.0054841,0.0154587,0.010584,168.855,0.144444,0.0568945,0.0414887,0.245946,11.7535,0.0925476,0.0622449,0.0414887,0.2218,0.85184,0.0941083,0.149509,0.194043,2.0,57.3864,23.4873,4.89396,11.0517,-47.786,88.748,2.0,73.8636,23.4873,4.89396,11.0517,-47.786,88.748,0.0334188,6.18195,0.524808,4.08804,0.346161,9.75882,11.5963,2.54982,3.59624,1.97048,1.69392,-0.145004,0.663059,14.2058,13.406,0.0444102,1.12062,0.90228,4.96055,0.632296,9.52335,17.0958,2.68335,3.25185,0.481245,1.02328,-0.40605,0.901721,0.202981,0.418789
5,488,3,blurry,1543.0,0.814847,0.966792,0.68214,1.0,160.368,0.744635,58.9594,34.1773,18.8087,0.572841,0.237827,0.19265,0.0889905,0.147211,0.0453115,0.000384028,0.0318841,0.026972,0.0434095,0.00930629,0.0142605,0.0217454,0.0187301,0.00419403,0.00640178,0.0142957,0.0348098,0.005698,0.00191779,0.00634023,0.00979179,0.014436,0.00393556,0.00180712,0.00968204,0.0228368,0.0101326,0.0040165,0.00307611,277.82,0.180052,0.0798733,0.0479998,0.328579,13.309,0.0964422,0.0701645,0.0482432,0.278453,2.14367,0.104653,0.185947,0.248775,1.0,41.8848,9.10331,32.1387,282.98,-119.947,97.1558,1.0,57.5916,9.10331,32.1387,282.98,-119.947,97.1558,0.0255325,6.7974,0.284965,4.79566,0.294272,9.75152,12.1764,2.55734,3.81363,1.75728,1.65244,-0.124835,0.632158,18.0907,16.7446,0.0405397,0.993684,0.898346,4.94657,0.634526,9.01614,18.4061,2.68335,3.30159,0.393467,0.934955,-0.401632,0.899912,0.794175,0.528863
2,3560,136,blurry,1643.0,0.439602,0.971614,0.760648,1.0,155.296,0.84518,48.4652,43.5311,14.8531,0.895148,0.372899,0.0860542,0.0418986,0.121741,0.0450885,0.0485201,0.0164825,0.00370954,0.0203122,0.0520064,0.0184076,0.0211975,0.0107181,0.0100583,0.00237627,0.0287441,0.018596,0.032415,0.00853921,0.00949754,0.00809254,0.00665744,0.00343511,0.00377487,0.00781202,0.0140839,0.00848024,0.0176506,0.00612869,365.859,0.222678,0.124237,0.0452101,0.471626,8.64931,0.0640689,0.0144752,0.0452101,0.12101,0.565864,0.102316,0.212218,0.333229,1.0,29.3478,29.6834,31.4391,-65.733,57.7567,92.0503,1.0,44.0217,29.6834,31.4391,-65.733,57.7567,92.0503,0.0222833,7.66917,0.274168,5.24092,0.345317,9.04917,13.4584,2.62895,3.92532,2.6553,1.78568,-0.0754887,0.514953,24.174,30.9448,0.0457854,1.00796,0.903035,5.22855,0.660849,8.20239,19.7752,2.66795,3.2688,0.470315,0.99636,-0.402697,0.898755,0.718043,0.215977
4,680,98,blurry,1987.0,0.397505,0.985126,0.779827,1.0,164.61,0.910403,52.5257,48.1975,-76.0768,0.931165,0.369699,0.0619879,0.032664,0.130785,0.0948377,0.0478088,0.0235943,0.00400325,0.00902697,0.0311116,0.036588,0.0310202,0.0132292,0.00406221,0.00285922,0.0378689,0.0211828,0.0182816,0.01992,0.0152867,0.00414011,0.00494671,0.00396067,0.00387486,0.00687851,0.0146214,0.0163853,0.0141621,0.0101416,564.461,0.284077,0.150188,0.0540864,0.529286,9.44026,0.0669522,0.00463323,0.0540864,0.0767341,3.22762,0.12439,0.308098,0.420176,0.0,0.0,62.6185,25.7104,-41.5381,76.552,96.1624,0.0,0.0,62.6185,25.7104,-41.5381,76.552,96.1624,0.0288636,8.82481,0.233913,5.69878,0.314034,10.2018,14.2129,2.58461,3.77228,2.88278,1.82722,-0.0967959,0.565005,20.6559,12.6957,0.0470288,1.28509,0.889848,5.82802,0.620262,9.33097,22.0478,2.64837,3.2609,0.567549,1.09196,-0.405504,0.899803,0.579975,1.43528
